ask,com_finance,com_name,com_people,com_type,id,keyword,welfare
"岗位职责： 1、负责相关项目产品功能的设计与开发工作, 联调与测试，bug修复等工作,确保代码质量； 2、参与公司相关产品的需求分析讨论与产品架构的设计优化工作； 3、持续改进和优化系统, 快速定位和分析问题, 保障系统稳定运行； 4、重点项目模块的设计方案评审和难点攻克； 任职要求： 1.	全日制本科及以上学历，计算机相关专业，5年以上Java开发经验，其中1年以上技术团队管理经验; 2.	具有很强的责任心和敬业精神，工作认真，适应加班需要，能够积极主动解决问题。 3. 保持学习精神，定期给团队做技术分享，追求优雅的代码编写。 4. 熟练使用Java，spring，springboot，springcloud，activity，mybatis，redis，mysql/postgresql/oracle等技术。 5. 熟悉微服务架构，系统性能调优，熟悉linux常用命令和shell脚本编写优先考虑。 6．熟悉docker的使用优先考虑。 浦泷信息是一家软件及信息系统集成商",不需要融资,浦泷信息,20-99人,计算机软件,406,Spring SpringMVC SpringCloud SpringBoot Redis MySQL WEB开发 后端开发,五险一金 年终奖 带薪年假 员工旅游 五险一金 年终奖 带薪年假 员工旅游 五险一金 年终奖 带薪年假 员工旅游 五险一金 年终奖 带薪年假 员工旅游
"工作主要职责： 1、执行开发主管交代的研发任务，编写开发文档，提交成果报告； 2、掌握系统的各种接口并能进行开发； 3、熟悉系统的需求、功能并能进行跟进维护开发； 4、协助软件实施人员进行软件的实施安装、培训； 5、完成主管安排的其它工作。 岗位要求： 1、本科及以上学历，计算机相关专业，掌握.net 、PB、C#、C、VC语言。 2、熟悉web开发技术、主要包括html语言、xml等技术 3、熟练掌握SQL编程（SQLSERVER,ORACLE） 4、具有良好的沟通能力及语言组织能力，团队合作精神 上海软技信息科技有限公司由上海联众网络信息股份有限公司于2020年9月投资组建。拥有医院信息集成平台、临床数据中心、HIS、EMR等核心产品体系平台，并在关键技术、产品开发、项目实施等方面持续专注。目前正致力于研发县域医共体信息系统及各种区域医疗集成平台应用系统、区域大数据中心以及区域大数据应用服务，核心团队拥有多家三甲医院互联互通成熟度四甲测评服务经验。        母公司上海联众网络信息股份有限公司成立于1999年，是专业的医疗软件公司，国家认定的“高新技术企业”，上海市“软件企业”，黄浦区“企业技术中心”。 　　2004年公司产品被评为上海市优秀软件产品，荣获2008年度上海市科学技术成果奖，并于2011年获得上海市技术创新基金无偿资助。2020年公司被评为“上海市科技小巨人企业”。公司已与云南省卫计委、江西省卫计委，山东省卫计委，浙江省卫计委，上海申康等众多省份达成了战略合作，承担大数据分析工作。目前全国医院客户超2000余家，在28个省市设立了分公司和办事处。 　　公司获得ISO 9001:2015质量管理体系认证、ISO/IEC 27001:2013信息安全管理体系认证、ISO/IEC 20000-1:2018信息技术服务管理体系认证和ISO 14001:2015环境管理体系认证，通过CMMI-5国际认可。以“创新发展、求新敬业”为宗旨，通过科学、规范化的管理体系，充分发挥以人为本的人才优势。        公司官网：www.21unionnet.com",未融资,软技信息,100-499人,计算机软件,407,C# HTML 网络协议 Oracle SQL Server,五险一金 定期体检 年终奖 股票期权 带薪年假 员工旅游 通讯补贴 节日福利 零食下午茶 五险一金 定期体检 年终奖 股票期权 带薪年假 员工旅游 通讯补贴 节日福利 零食下午茶 五险一金 定期体检 年终奖 股票期权 带薪年假 员工旅游 通讯补贴 节日福利 零食下午茶 五险一金 定期体检 年终奖 股票期权 带薪年假 员工旅游 通讯补贴 节日福利 零食下午茶
"岗位职责： 1、根据公司业务发展进度，依据工厂导入计划，与厂内Owner梳理具体系统需求； 2、协助厂商完成不同测试平台的EAP/RTM/RMS系统导入； 3.、提供设备自动化系统相关技术支持和日常维护，确保设备自动化系统稳定运行； 4.、实施厂商撤厂以后的运维工作及根据厂内需求进行二次开发; 5、配合其他系统优化开发对应的自动化系统功能。 任职要求： 1、本科以上学历，计算机相关专业毕业； 2、2年以上软件开发或系统分析相关工作经验； 3、熟悉.Net、Java其中一种开发语言，.Net优先考虑； 4、熟悉SECS/GEM(SECS I、SECSII、HSMS) 或PLC（西门子、三菱、欧姆龙等）其中一种通讯方式，SECS/GEM优先考虑； 5、熟悉Oracle、SQLServer数据库技术的应用； 6、有EAP(SECS/GEM)工作经验，3~5年半导体行业EAP实施经验优先考虑； 7、熟悉半导体行业主工艺设备的作业流程，熟练操作机台通讯配置模块; 8、有半导体封装测试行业经验优先考虑； 9、熟练使用EAP LOG分析工具，能主动分析和发现问题并及时改善； 10、有良好的沟通、协调和组织能力； 11、具备踏实严谨的工作态度，能够积极主动的学习和工作，拥有良好的团队意识。 江苏嘉兆电子有限公司成立于2018年8月，注册资本人民币4,797万元。公司在2021年完成了A轮股权融资，嘉兆电子（代码698350）在江苏股权交易中心成长版成功挂牌。公司主营业务为集成电路12寸晶圆测试。 总公司坐落于江苏省南通市，厂房占地3000平米，其中净化间面积2000平米，并在上海浦东设有研发、销售中心。盐城二厂占地8000平米。 嘉兆电子由业内资深的集成电路测试人才团队创建，主创人员具有15年以上的专业工作经验。我们致力于Nor Flash芯片的晶圆量产测试开发，拥有国内领先的测试量产解决方案及生产管理经验。 我们给客户提供从新产品评价，测试开发，到量产测试维护的一站式服务。目前已支持64/128/256 site parallel test，可以为客户最大程度的降低测试成本。有较好的未来成长空间。 嘉兆作为参与中国半导体产业崛起过程中的一份子，在中美贸易战背景下成立。与半导体上下游产业链一起推动中国半导体产业的发展，是嘉兆的使命，也是时代赋予嘉兆人的使命。 目前公司已经启动了上市计划，公司坚定不移的执行3-5年上市战略。 我司将提供可持续发展的平台及完善的培养计划，嘉兆电子期待您的加入！",B轮,嘉兆电子,100-499人,半导体/芯片,409,.NET,五险一金 定期体检 五险一金 定期体检 五险一金 定期体检 五险一金 定期体检
工作职责 1. 主要负责系统服务端开发，提供业务需求所需要的服务端解决方案。与客户端开发人员沟通，提供可靠、完善的业务系统； 2. 熟练使用服务端开发框架，了解服务端框架基本应用知识，包括但不限于Spring boot、Spring Cloud，对于服务端开发生态圈有较广泛的理解。 基本要求 1. 全日制大学本科及以上学历，计算机、通信等相关专业； 2. 至少熟悉一种服务端开发框架工具/语言 ，包括但不限于Java， Python，Ruby等； 3. 理解基本的前后端交互流程，与客户端能够有较好的沟通和方案协商； 4. 对于客户端开发有基本的了解，能够通过AI 辅助实现部分业务功能； 5. 对于编程基础有较广泛的了解，具备一定的编程思想，设计模式，软件结构体系等基本知识； 6. 对于自身领域外的能力拓展有较高的自我驱动性，对前后端问题的解决有较强的好奇心； 7. 能够使用Git / Svn 等代码版本控制工具。 加分项 1. 有完整前后端项目经验； 2. 对于AI 的使用技巧有独到的见解； 3. 拥有多元化的编程经验（嵌入式/游戏/运维等）； 4. 对技术充满热情，勇于尝试，有较强创新的能力。 想了解更多AI知识请前往智见无极官方网站：https://www.ai360labs.com，也可关注“智见无极” 公众号和”脑洞大开AI实验室“公众号！！！ 【关于我们】       上海云深网络技术有限公司 (https://www.atyun.net) 于2011年在上海浦东软件园张江自贸区创建，创始团队有来自中欧国际商学院有丰富商业实践经验的 EMBA 们，有来自中美合资软件公司有十几年软件行业经验的 IT 精英们。公司专注于为合作伙伴提供从0到1，从1到N的互联网+整体解决方案，与传统行业合作伙伴共同打造互联网＋传统业务的全新互联网业务产品，以最新的互联网技术和IT技术助力于合作伙伴的业务创新和业务快速成长。       公司2015年完成A轮融资获得上市公司的参股，并获得上海市高新技术企业认证，目前已获得近50项自主软件知识产权。公司秉承“持续创造软件服务价值”的理念，坚持“尊严、创造、收获、分享”的价值观，以“云深出品，必属精品”的态度提供优质的互联网+技术专业服务。 【产品服务案例】 公司互联网+产品服务案例： 1.留洋宝（https://www.liuyangbao.com）：为国内和国外的留学生提供留学一站式服务，凭借A&A留学20年专注留学行业的专业数据积累和数据分析给每一位留学生提供最佳方案，并提供从方案设计到签证住宿接机等全程端到端服务，轻松点亮每位学生的未来。 2.微之显移动医疗健康管理平台：为医生和病人提供慢病管理的专业服务，自动对接各种专业智能医疗诊疗设备数据，并提供从疾病治疗到日常生活管理的全程生活干预和数据管理，让每一个慢病患者的生活变得更美好。 3.墨舟数字书法在线教育平台：给传统的书法教育插上互联网的翅膀，让大师课程真正的走入寻常百姓家，让书法所承载的优秀传统文化滋润更多人的心田。 4.正泰电器全球网站群（https://chintglobal.com/)，基于云深自主研发的易企定（https://www.eqding.com）平台上构建的正泰电器全球网站群，为正泰电器集团海外业务构建了总站+全球各国分站的集群网站群，成为正泰电器海外业务灵活适应各国不同语言和政策环境的市场窗口。 5.“越域网”（https://www.kjds.com）：集大数据选品、拣货分销和供应链协同系统于一体的跨境出口交易平台。 6.智见无极（https://www.ai360labs.com）：致力于培养面向未来的下一代人工智能领域的新型人才，帮助企业和个人更好地利用人工智能技术来提高效率和创新。同时通过人工智能的持续的学习，不断开发个人和企业的无限潜能。 想了解更多AI知识请前往智见无极官方网站：https://www.ai360labs.com，也可关注“智见无极”公众号和”脑洞大开AI实验室“公众号！！！,A轮,云深网络,20-99人,互联网,410,全栈侧重后端 JavaScript HTML Spring/Spring Boot Java Python 计算机相关专业 全栈项目经验,五险一金 定期体检 年终奖 带薪年假 员工旅游 餐补 通讯补贴 交通补助 节日福利 五险一金 定期体检 年终奖 带薪年假 员工旅游 餐补 通讯补贴 交通补助 节日福利 五险一金 定期体检 年终奖 带薪年假 员工旅游 餐补 通讯补贴 交通补助 节日福利 五险一金 定期体检 年终奖 带薪年假 员工旅游 餐补 通讯补贴 交通补助 节日福利
1.精通Java语言，熟练掌握SSM框架开发 2.精通spring boot ，Spring cloud 3.熟悉mysql数据库，精通复杂sql开发和数据处理 4.熟练使用redis，kafka 5.熟悉linux，tomcat，Ngix配置 6.同时熟悉前端H5，css，vue，elementUI开发优先考虑 7.英语阅读能力良好，有4级英语证书者优先； 8.至少三年相关工作经验。 合同与公司直签。 创业公司，动力十足，同事相处融洽，氛围相当好，提供餐补，每年一次周边游，学习和晋升空间大。 上海平拓信息科技有限公司（JustbeTop）是一家致力于数据智能研究分析，旨在让互联网、大数据、人工智能与各行业深度融合，力图通过技术赋能用户的科技型公司。公司拥有一支多年从事电子政务、企业信息化的专业人才团队，具有丰富的政务、企业信息化领域的业务经验，以及雄厚的技术开发实力，全方位满足政府与企业的信息化需求。,未融资,平拓,20-99人,计算机软件,411,SSM Spring Java MySQL Redis 软件工程师 分布式技术 大数据,五险一金 定期体检 年终奖 股票期权 带薪年假 餐补 交通补助 节日福利 五险一金 定期体检 年终奖 股票期权 带薪年假 餐补 交通补助 节日福利 五险一金 定期体检 年终奖 股票期权 带薪年假 餐补 交通补助 节日福利 五险一金 定期体检 年终奖 股票期权 带薪年假 餐补 交通补助 节日福利
"岗位要求: 1、统招本科学历及以上，具有三年及以上的工作开发经验 2、熟练使用Spring、SpringMVC、SpringBoot、SpringCloud、Hibernate、Mybatis等框架 3、对Elastic Search、kafka、redis有一定了解 4、熟练使用Oracle、mysql等关系型数据库，对存储过程及定时任务有一定的了解 5、对多线程、设计模式、JVM、SpringIOC/AOP的底层实现有相当了解 6、具有较强自主分析、沟通、学习、解决问题能力 要求B 工作内容： 1.分析客户需求，在与客户充分沟通基础上，可以根据以往项目经验向客户提出合适的方案及建议； 2.根据客户要求，进行软件项目的设计与开发，其成果满足客户需求； 3.能独立完成子系统或模块的设计与开发，包括用户接口、业务逻辑定义、数据模型的设计与开发等； 4.能够与开发团队中其它成员共同开发有效沟通，包括项目经理、技术经理、其它工程师，设计出高性能、可扩展而且符合用户需求 任职要求： 1. 计算机相关专业本科以上学历；（学信网可查） 2. 拥有较强的java基础，熟练使用SSM框架，SpringBoot,SpringCloud等 3. 熟练weblogic、WebSphere等应用和服务器配置； 4. 熟悉银行业务，具有丰富的银行IT系统项目经验，有内容管理项目经验者优先考虑； 5. 具备良好的自学能力和独立解决问题的能力，能承受一定的工作压力； 6. 有大容量、高性能、高并发、分布式系统的设计开发经验者优先。 星聚科技是国内领先的大数据、系统研发服务商，业务涵盖互联网电商、大数据、物联网，为全客户提供IT产品和服务，全方位满足政府与企业信息化需求。      星聚科技至年成立以来，已成功研发大数据系统、星聚互联网电商系统、电商系统、区块链溯源系统为上海电气、捷普、国家电网、碧桂园、绿城、舍弗勒、中瓷控股、乐歌股份一批包含世界500强及上市公司提供服务。       聚科技基于领先的大云数据区块链技术手合作伙伴构建大数据社会化大生态服务体系加快客户向大数据智慧新型企业转型。",天使轮,星聚科技,100-499人,移动互联网,412,SQL MVC开发 消息队列 中级软件工程师 多线程 全栈开发 Linux SpringBoot,节日福利 员工旅游 带薪年假 加班补助 股票期权 年终奖 五险一金 节日福利 员工旅游 带薪年假 加班补助 股票期权 年终奖 五险一金 节日福利 员工旅游 带薪年假 加班补助 股票期权 年终奖 五险一金 节日福利 员工旅游 带薪年假 加班补助 股票期权 年终奖 五险一金
职位描述：  1、根据产品设计PRD，完成Windows应用程序开发；  2、根据项目需求和计划进行调试及单元测试相关工作；  3、与编写相关技术文档，有工作总结、技术沉淀与分享的习惯；  4、负责公司迷你CAD系列产品功能研发，或UI界面开发。  岗位要求：  1、本科及以上学历，计算机或相关专业，2023年应届毕业生；  2、熟悉C/C++语言，有良好的代码编写和技术设计能力；   3、了解MFC或QT相关编程；  4、具有ARX、CAD图形、或图像类产品研发经验者优先；   5、工作认真负责、积极主动，具有责任感；  6、对软件开发有强烈的兴趣，并具有浓厚的学习兴趣和学习能力；  7、良好的沟通能力和表达能力，以及团队合作精神；  8、应届毕业生，实习结束后可转正。 工作在晓材，你能享受到： 1、提供有竞争力的薪资，晓材为买买买给力。 2、按国家规定签订劳动合同，享受五险一金（实额缴纳社保公积金），晓材为购房加油。 3、入职即配办公专用台式电脑、宽敞的办公桌面，晓材为办公助力。 4、弹性工作时间，夜猫子和懒觉专家都能在晓材找到合适的工作时间，晓材为生活留出空间。 5、清明、端午、中秋、五一、国庆、春节等法定节假日照常休假，晓材为休假增色。 6、舒适的办公环境，便利店、堂吃餐厅、外卖小吃都围绕在晓材的周围，楼下有自动售卖机，晓材为吃货加码。 7、公平、透明的晋升渠道，任人唯贤；秉承的晋升观念是内部晋升，能者上，晓材为人才开路。 上海晓材科技有限公司是由中国IT最大的数字传媒集团-天极传媒和全球知名风险投资机构-IDG资本等共同投资成立，专注于为 建筑及相关制造业用户提供基于互联网的、从CAD展示到设计的软件服务。 晓材科技一直以来致力于国产CAD软件研发与创新（CAD是 制造业与工程建筑业广泛使用的计算机图形设计软件，长期受国外软件知识产权制约），CAD工程数据、智能化、3D和VR是晓材科技 的技术方向，为广大行业用户提供全新体验的、高效智能化的工作方式是晓材科技的商业目标。经过多年耕耘，晓材科技自主研发的 “CAD迷你画图、CAD迷你看图、CAD迷你家装、智慧园林CAD、橱柜设计CAD、线缆CAD”等系列CAD软件，以互联网模式覆盖了超过 6000万的免费用户，覆盖PC、苹果、安卓、Mac多个平台，帮助近10万家企业实现了ＣＡＤ软件国产替代，得到了用户的广泛认可 ，免费CAD看图的装机量稳居行业第一。晓材科技现已成为行业覆盖用户最大的互联网专业软件和服务提供商。 晓材科技是国家高新 技术企业和双软认定企业。,不需要融资,天极集团,20-99人,计算机软件,414,C++ QT 桌面开发经验 MFC 地图/导航经验 图形开发经验,五险一金 年终奖 股票期权 带薪年假 员工旅游 餐补 节日福利 团建聚餐 五险一金 年终奖 股票期权 带薪年假 员工旅游 餐补 节日福利 团建聚餐 五险一金 年终奖 股票期权 带薪年假 员工旅游 餐补 节日福利 团建聚餐 五险一金 年终奖 股票期权 带薪年假 员工旅游 餐补 节日福利 团建聚餐
高级Java工程师 岗位职责: 1、参与项目/产品需求分析、详细设计，撰写相关文档。 2、独立负责系统功能前端/后端代码实现，按时完成计划任务； 4、产品功能迭代、后期维护产品。 5、确保所负责模块在迭代过程中的可靠性、可维护性、可扩展性 任职要求： 1、 全日制本科及以上学历，计算机、电子、通信、相关专业； 2、 4年以上Java 开发经验，能独立完成工作； 3、 熟练使用JS、CSS、HTML5、JSP、VUE等前端技术，能独立完成模块优化与重构； 4、 熟练掌握Spring、Spring Boot、MyBatis等常用框架、并理解其工作原理； 5、 熟悉数据库开发，能熟练编写SQL语句、触发器、存储过程； 6、 熟悉了解Linux系统，具有跨平台开发经验； 7、 善于交流，有良好的团队合作精神和协调沟通能力，积极主动，有强烈的责任心和主人翁意识。 上海神舟航天软件技术有限公司成立于2008年10月，秉承“创新、敬业、以推动民族软件产业发展为己任”的理念，以一流的品牌、一流的队伍、一流的服务、一流的质量为宗旨，致力于档案信息化建设工作，现已成为国内军工行业领先的档案管理软件供应商。同时，公司还向军工类企事业单位提供专业性的企业管理软件和工业自动化产品的研发、销售和技术支持服务。在业务拓展过程中，本公司利用自身的技术沉淀和优势，适时推出企业信息服务中心的概念，为客户提供高安全等级的信息化整体解决方案及服务。,未融资,神舟航天,20-99人,计算机软件,416,Java开发经验 全栈工程师 Java,劳保费 节日福利 高温补贴 有无线网 餐补 带薪年假 节假日加班费 保底工资 年终奖 定期体检 五险一金 劳保费 节日福利 高温补贴 有无线网 餐补 带薪年假 节假日加班费 保底工资 年终奖 定期体检 五险一金 劳保费 节日福利 高温补贴 有无线网 餐补 带薪年假 节假日加班费 保底工资 年终奖 定期体检 五险一金 劳保费 节日福利 高温补贴 有无线网 餐补 带薪年假 节假日加班费 保底工资 年终奖 定期体检 五险一金
岗位描述： 1.	使用RPA工具进行RPA流程的开发实施，完成RPA数据统计及数据处理自动化 2.	独立完成核心功能开发，验证和修正测试中发现的问题 3.	协助产品经理完成整个项目的交付工作，解决简单的技术问题 4.	根据已上线的RPA机器人产生的需求和问题，持续优化RPA产品功能 职位要求： 1.	熟练掌握Python基础，并对Python文件处理类库有一定了解，另掌握其它Python库或编程语言者优先； 2.	熟悉EXCEL函数公式及Excel处理数据抽取及分析的能力 3.	熟悉SQL语言及数据库操作（MySQL、SqlSever等） 4.	做事积极主动，具备良好的沟通能力、协调能力，有较强的学习能力和抗压能力，具有一定的数据分析和处理能力。 5.	学习过C#，.net，Java，Python等设计或开发经验，并有志于学习RPA开发工作 上海德成信息技术有限公司聚焦于机器人流程自动化RPA (Robotic Process Automation）及辅助AI（OCR/STR 、NLP）技术领域，在同国内主要的RPA厂家深度合作的同时，致力成为RPA在行业落地的整体解决方案专家，完善RPA平台技术同OCR/STR、NLP等AI辅助技术的相结合，来解决企业RPA落地难题。德成公司是华为技术有限公司AntRobot 软件机器人华东区主要合作伙伴。 上海德成客户涵盖政府和企业，政府客户如：苏州市政府、张家港政府、深圳市政府、东莞市政府、宜兴市政府等，企业客户如：中国商飞上海飞机设计院、上汽集团、上海银行、瑞金医院、华山医院、华东医院、顾家家居、棒约翰、DQ冰淇淋、国药控股、上实集团、汇付天下、华金证券等各行业客户。,未融资,上海德成,20-99人,计算机软件,417,爬虫 Python MySQL,五险一金 年终奖 餐补 通讯补贴 交通补助 五险一金 年终奖 餐补 通讯补贴 交通补助 五险一金 年终奖 餐补 通讯补贴 交通补助 五险一金 年终奖 餐补 通讯补贴 交通补助
"岗位描述 1、负责/参与所有后台程序研发； 2、根据产品设计，为移动端、WEB端开发相应业务逻辑接口； 3、配合前端工程师一起研讨技术实现方案； 4、参与产品需求分析，深刻理解需求，完成需求分析以及系统设计； 5、根据业务需要定期轮岗在客户现场咨询与运维支持。 6、制定并落地后台开发标准与开发规范,审核代码质量 7、调查和修复在测试过程中以及业务人员发现的缺陷 技能要求： 1、熟练常见的数据结构和算法； 2、熟练至少一种开发语系(.net或Java)； 3、熟练数据库(MySQL/Postgresql/Progress均可)的应用开发技术； 4、熟练前端设计和开发的模式,能与前端配合完成项目实现； 5、能写出高质量高性能的SQL语句 6、熟练主流RDBMS(MySQL,PostgreSQL等) 经验要求： 有ERP/MES/WMS/CRM相关系统开发与设计经验 基本要求： ""1、有基本的英文阅读与写作能力； 2、逻辑能力强，沟通能力好，有团队合作精神 3、国民教育本科及以上，有特别经验的可大学专科以上。"" 上海奕盛软件有限公司是面向中国高端制造业提供集成管理软件系统、专业管理咨询服务和软件定制方案的科技公司，客户群涉及世界500强企业、国内集团公司与先进的民营企业，主要关注汽车、医疗器械、高端电子、消费品等行业，涉及的主要软件领域包括ERP （QAD 美国上市公司）、 MES 制造执行系统、 WMS 仓库管理系统、BPM业务流程管理、EDI电子数据交换（德国）。欢迎敢于迎接巨大挑战、有抱负并有至于成长为管理与技术精英的学子加入我们的专业团队，在已经到来的工业4.0世纪中觅得一席之地。希望有你更精彩！ 公司提倡以人为本、主动、奉献、团队协作的精神，根据能力、贡献与责任提供从年薪5万起到60万不等的有竞争力的收入标准，并给予公开透明的晋升机会，助你在3-5年内晋升到产品/项目经理、总监、部门负责人等，同时提供以下公共福利： 政府规定的五险一金、职业期间的意外保险 不同岗位级别的福利津贴 最长每年15天的带薪休假、额外的公司假日 额外的职业培训或专业培训机会、公司年度旅游机会等",不需要融资,ESUN,20-99人,计算机软件,418,.NET 后端开发,节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 法定节假日三薪 保底工资 年终奖 定期体检 意外险 补充医疗保险 五险一金 商业保险 节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 法定节假日三薪 保底工资 年终奖 定期体检 意外险 补充医疗保险 五险一金 商业保险 节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 法定节假日三薪 保底工资 年终奖 定期体检 意外险 补充医疗保险 五险一金 商业保险 节日福利 团建聚餐 零食下午茶 员工旅游 带薪年假 法定节假日三薪 保底工资 年终奖 定期体检 意外险 补充医疗保险 五险一金 商业保险
"职责描述： 1.根据开发进度和任务分配，完成相应模块软件的设计、开发、编程配合项目经理完成相关任务目标； 2.基于Windows平台开发医疗相关软件； 3.配合业务组长完成软件系统及模块的设计 4.能独立处理和解决所负责的任务 任职要求： 1. 专科及以上学历，计算机科学、软件工程等相关专业； 2. 2-3年以上C#应用开发经验，有医疗行业，或者WinForm开发经验为佳； 3. 熟悉.NET Framework,C#编程语言； 4. 熟悉.NET Core并具备实际项目经验； 5. 理解面向对象编程思想和设计原则，熟悉常见设计模式； 7. 熟悉WCF编程，并具备一定的框架扩展能力； 9. 熟练使用常用数据库（SQL Server、Oracle等），有数据库设计经验； 10.有较强的自主学习能力，责任心强，具备良好沟通能力与团队合作意识； 11.善于接受新事物、敢于自我挑战，能够承受一定的工作压力。 12.有医疗行业经验者优先 万达信息股份有限公司（简称“万达信息”，股票代码300168）成立于1995年12月，是国内领先的智慧城市综合软件和服务提供商，是国内最早专业从事城市信息化领域服务的企业之一。历经多年发展，万达信息在城市信息化各行业积累了丰富经验，形成了突出的行业软件与服务优势。公司以行业应用软件( Software )、专业IT服务( Service )和系统集成( System Integration )作为三大主营业务，为智慧城市提供整体解决方案。",已上市,万达信息,1000-9999人,医疗健康,420,SQL .NET Windows Winform WCF Framework Oracle,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 餐补 五险一金 补充医疗保险 定期体检 年终奖 带薪年假 餐补 五险一金 补充医疗保险 定期体检 年终奖 带薪年假 餐补 五险一金 补充医疗保险 定期体检 年终奖 带薪年假 餐补
岗位职责 1. 基于对业务的深入了解，为业务运营人员提供数据支持，及时响应业务需求； 2. 构建并维护全面、准确、反映业务特征的指标体系，并基于日常指标监控，推动业务部门的数据化运营； 3. 提炼业务诉求，有针对性的提出解决方案，通过数据可视化或者数据服务，帮忙业务更直观清晰的挖掘数据背后的信息，辅助业务决策； 4. 基于业务理解或者从数据分析中发现新的应用场景和创新点，进而与相关团队协作并推动数据产品的规划、设计和落地； 任职要求 1.本科及以上学历，数学、统计、计算机、经济等相关专业优先； 2.熟悉Excel、SQL、Python等数据分析工具和技术； 3.思维敏捷，逻辑性强，具有较强的数据分析能力和数据敏感性，善于从数据中发现问题、分析问题。 百联集团为了适应电子商务浪潮的到来，于2015年组建了百联全渠道电子商务有限公司。作为一家具有国企背景、同时又高度市场化的互联网公司，全渠道公司背靠百联集团丰富的线下零售资源，于2016年5月19日正式上线“i百联”平台，开启全渠道新零售模式。经过几年的发展，百联全渠道已成为中国网络零售百强企业，拥有近2000万“百联通”会员。 目前，公司正从“多业态电商平台公司”向“消费生态数字化科技服务公司”转型。公司将继续依托集团的多元化业态和近4000家线下门店，运用互联网技术，围绕“引流、转化、交易、交付、售后”五个业务环节，以及“商品、供应链、体验”三大商业核心要素，推动百联零售业务在商业模式、核心能力及管理机制上的建设和创新，努力为消费者提供触手可及的品质生活。公司将持续推进“全面数字化转型”的战略布局，以线下门店为中心，为周围3公里范围内的社区居民提供更为便捷、高质的本地生活服务，通过科技赋能推动集团零售业数字化进程。,不需要融资,百联全渠道,500-999人,生活服务（O2O）,421,SQL Python,交通补助 节日福利 高温补贴 通讯补贴 餐补 带薪年假 绩效奖金 年终奖 定期体检 五险一金 交通补助 节日福利 高温补贴 通讯补贴 餐补 带薪年假 绩效奖金 年终奖 定期体检 五险一金 交通补助 节日福利 高温补贴 通讯补贴 餐补 带薪年假 绩效奖金 年终奖 定期体检 五险一金 交通补助 节日福利 高温补贴 通讯补贴 餐补 带薪年假 绩效奖金 年终奖 定期体检 五险一金
1、全职老师 2、工作环境好，年轻有活力的团队，机会多。 3、薪资待遇是上海培训机构中最好的。 4、每年有两次旅游的机会，一年有24天 年假。 5、我们的工资是底薪加课时费，工资的主要收入来源于课时费，一家稍微成熟的校区平均薪资在1.5w以上，另外我们没有义务课时。 6、格思教育在上海已经七十多家校区，后续准备再新开二十家，属于发展中的公司，机会多，如果你的能力强，能吃苦耐劳，敢闯敢拼，选择我们不会让你失望！ 上海格思教育培训学校是一所专门针对初高中学生各科课外补习的专业化培训学校，由毕业于同济大学、复旦大学以及清华大学的曾经的高中“明星”老师们创办，学校有着优秀过硬的核心教学力量团队。      学校以“针对初高中，做最专业化、精细化、深入化的课外培训”为基本理念，聚集各科中最优秀最专业的老师，全心全力打造上海最专业的初高中课外辅导学校，为上海初高中学生提供最专业的课外辅导。     学校拥有成熟的教学理念、专业的师资团队、良好的学习环境，最优的课程配置，教师们兢兢业业，踏实肯干，将自己独有的教学方法和模式传授给学生们，真心希望学生们能够养成良好的学习习惯，在老师的启发下掌握适合自己的学习方法，从而提高对科目的兴趣，提高成绩。 上海格思教育培训学校自2015年成立以来，凭借精良的师资教学、专业的培训体系得到家长和学生的广泛认同，迄今为止已培养超过10000名学生，教学成就斐然。格思教育秉承“格物以致知，思贤而齐身”的教育理念，在教授知识的同时引导学员培养学习兴趣和自觉性，增强上进心和自信心，力求做有成长、可持续的教育。,未融资,格思教育,10000人以上,培训/辅导机构,422,教师 高中 教育工作经验 小班教学（3-25人） 培训机构 线下教育 全职 教师资格证 课程/课件研发能力 学科相关专业背景 坐班 初中 一对一教学,生日福利 节日福利 有无线网 团建聚餐 零食下午茶 员工旅游 带薪年假 加班补助 底薪加提成 保底工资 绩效奖金 定期体检 意外险 补充医疗保险 五险一金 生日福利 节日福利 有无线网 团建聚餐 零食下午茶 员工旅游 带薪年假 加班补助 底薪加提成 保底工资 绩效奖金 定期体检 意外险 补充医疗保险 五险一金 生日福利 节日福利 有无线网 团建聚餐 零食下午茶 员工旅游 带薪年假 加班补助 底薪加提成 保底工资 绩效奖金 定期体检 意外险 补充医疗保险 五险一金 生日福利 节日福利 有无线网 团建聚餐 零食下午茶 员工旅游 带薪年假 加班补助 底薪加提成 保底工资 绩效奖金 定期体检 意外险 补充医疗保险 五险一金
"1.使用主流前端框架完成公司各项业务。 2.利用前后端分离模式配合后端人员完整项目 3.优化项目的前端性能，按照要求实现前端页面的各种特效。 4,熟悉使用Javascript,Html,Css等技术。 5,大专以上学历",不需要融资,赤途(上海)供应链管理,20-99人,互联网,423,后端开发,
