author,book_id,inputdate,price,title,upaddress,url
 ,11737732033,2021-04-01,¥121.00, 二次元动漫人物手绘技法详解 人体结构动态角色造型游戏动漫素描速写人物动态绘制技法插画集角色设定人民邮电出版【尚苑图书】,人民邮电出版社,https://product.dangdang.com/11737732033.html
也幸,11037669022, /2022-01-01,¥34.55, 萝莉正太动漫人物角色设定技法 元气森林,人民邮电,https://product.dangdang.com/11037669022.html
也幸,11211238022, /2021-12-01,¥49.80, 萝莉正太动漫人物角色设定技法 元气森林( 货号:711557600),人民邮电出版社发行部,https://product.dangdang.com/11211238022.html
埃尔热,25284684, /2021-12-01,¥23.00, 丁丁历险记-七个水晶球,中国少年儿童出版社,https://product.dangdang.com/25284684.html
大英百科全书公司,28978695, /2019-12-31,¥259.00, 大英儿童漫画百科(“凯叔讲故事”“尹建莉父母学堂”等大V推荐，助力孩子学习的全科漫画书 41-50册）【6-14岁】,湖南少年儿童出版社,https://product.dangdang.com/28978695.html
杨红樱,26315400, /2019-01-01,¥22.00, 漫画升级版 淘气包马小跳第25册唐家小仙妹 漫画升级版中国原创儿童漫画经典畅销童书小学生三四五六年级课外阅读书籍儿童文学,安徽少年儿童出版社,https://product.dangdang.com/26315400.html
燕七 著，酷威文化 出品,29626048, /2023-09-01,¥46.30, 今天我请客，想请你快乐,四川文艺出版社,https://product.dangdang.com/29626048.html
姜境孝,29519239, /2023-02-01,¥25.90, 世界城市寻宝记 17 巴黎寻宝记 我的第一本历史知识漫画书,二十一世纪出版社,https://product.dangdang.com/29519239.html
笑江南,29353303, /2019-02-01,¥42.80, 植物大战僵尸2·恐龙漫画 恐龙贩卖机,中国少年儿童出版社,https://product.dangdang.com/29353303.html
呀哆,29216959, /2021-03-01,¥39.80, 汉剧·莲花落,中国致公出版社,https://product.dangdang.com/29216959.html
佚名,11742495571, /2021-12-01,¥29.81," 【新华书店自营】热血格斗动漫人物角色设定技法 铁血丹心,人民邮电出版社",人民邮电出版社,https://product.dangdang.com/11742495571.html
编者:贰柒北|责编:何建国,11741210551, /2021-12-01,¥29.81," 【新华书店自营】侦探推理动漫人物角色设定技法 超脑画家,人民邮电出版社",人民邮电,https://product.dangdang.com/11741210551.html
绘漫堂,11727740055, /2014-05-01,¥9.93, 超简单动漫练习本 美少年造型篇 【正版图书】,人民邮电出版社,https://product.dangdang.com/11727740055.html
京鼎动漫,11617261785, /2023-11-01,¥49.00, 内蒙古寻宝记+山西寻宝记 大中华寻宝系列29+30 共2册 小学生三四五六年级科普百科书籍恐龙世界新疆内蒙古北京上海河南,二十一世纪出版社,https://product.dangdang.com/11617261785.html
卡迷（楼超叶）,607035135, /2021-04-01,¥62.60, 二次元动漫人物手绘技法详解 人体结构+动态+角色造型 人民邮电出版社,人民邮电出版社,https://product.dangdang.com/607035135.html
 ,11395060174, /2022-06-01,¥190.00, 【直发】动漫人体结构表现技法专项训练 练习本+折页等 施通TC晨游戏动漫人体结构绘画教学手绘基础教材书 动漫人体画教程,人民邮电出版社,https://product.dangdang.com/11395060174.html
埃尔热（比）,25284688, /2021-12-01,¥23.00, 丁丁历险记-金钳螃蟹贩毒集团,中国少年儿童出版社,https://product.dangdang.com/25284688.html
安广贤,25577428, /2018-11-01,¥22.20, 儿童百问百答 22 爬行动物与两栖动物 我的第一本科学漫画书,２１世纪出版社,https://product.dangdang.com/25577428.html
车田正美（日）,29312909, /2021-12-01,¥526.70, 圣斗士星矢（全28册）,中国少年儿童出版社,https://product.dangdang.com/29312909.html
"常怡文,童趣出版有限公司编",29387998, /2021-10-25,¥762.90, 故宫御猫夜游记（1-20）（20册套装）了解历史文化 .开启中国孩子心中想象力之门,人民邮电出版社,https://product.dangdang.com/29387998.html
京鼎动漫作品,689408281, /2020-05-01,¥239.70, 神兽发电站+秦朝寻宝记+恐龙寻宝记+神兽在哪里大中华寻宝记系列全套当当自营15册,二十一世纪出版社集团,https://product.dangdang.com/689408281.html
春刀寒,29398630, /2022-05-01,¥72.00, 上天安排的最大啦（全两册）,中国致公出版社,https://product.dangdang.com/29398630.html
编者:W|责编:何建国,11048318121, /2021-12-01,¥34.61, 热血格斗动漫人物角色设定技法 铁血丹心,人民邮电,https://product.dangdang.com/11048318121.html
山下 贰柒 目分,11021173112, /2021-11-01,¥34.55, 魔幻冒险动漫人物角色设定技法 魔法异世界,人民邮电,https://product.dangdang.com/11021173112.html
 ,11735269100,2023-06-01,¥482.16, 【正版】动漫人体结构表现技法专项训练+艺用人体结构 解剖形态运动 两侧套装 人体结构绘画人体形态艺用人体结构参考素材解剖,人民邮电出版社,https://product.dangdang.com/11735269100.html
灌木文化 编著,1432674903, /2018-01-01,¥26.70, 燃烧吧!动漫简笔画入门教程 灌木文化 编著,人民邮电出版社,https://product.dangdang.com/1432674903.html
 ,11737371104, /2021-12-01,¥65.51, 花绘萌系动漫线稿插画实例教程线稿手绘*业技法插画教程花卉拟人线描插画集绘画技法古风Q版素描书临摹画册动漫绘画教程书正版书,人民邮电出版社,https://product.dangdang.com/11737371104.html
 ,11177587170, /2013-11-01,¥19.80, 中小学动漫入门 广东人民出版社,广东人民出版社,https://product.dangdang.com/11177587170.html
蜜桃老师,11738312009, ,¥31.70, 古风插画动漫临摹练习本 视频同步 新手快画 漫画描摹本 描红填色IPAD漫画 手绘插画入门教程 哒哒猫 绘画自学漫画入门,人民邮电出版社,https://product.dangdang.com/11738312009.html
施通 TC晨,11749780057, ,¥258.00, 【赠练习本+训练拉页+动态折页】2册套 动漫人体结构表现技法专项训练+漫画小白速成指南4册套装 动漫人体结构书漫画教程绘,人民邮电出版社,https://product.dangdang.com/11749780057.html
 ,11788067115, ,¥62.00," 【当当正版】正版 动漫基础教程,唯美古风篇 美术宝 机械工业出版社 9787111706618 RT库",机械工业出版社,https://product.dangdang.com/11788067115.html
 ,11746154061, ,¥55.60, 赠 优动漫PAINT决定成为插画师 插画软件绘制教程 日本P站专业画师专业绘图软件方法技巧 牛奶系插画教程书 艺术绘画插,连环画出版社,https://product.dangdang.com/11746154061.html
陈晓杰主编李楠,11720020079, /2022-02-01,¥24.80, 零基础动漫游戏人物素描技法教程 动漫绘画教程书人体结构画画二次元手绘入门教材临摹卡画册静物素描头像美术生漫画图画书初学者,江苏凤凰科学技术出版社,https://product.dangdang.com/11720020079.html
 ,11760651023,2021-12-01,¥63.32, 科幻机甲动漫人物角色设定技法 机械浪漫 游戏动漫机甲结构设定集漫画人物绘画素描临摹画册手绘线稿机械插画动漫绘画教程书,人民邮电出版社,https://product.dangdang.com/11760651023.html
小熊工作室,25577515, /2018-11-01,¥33.30, 环球寻宝记 24 瑞士寻宝记,二十一世纪出版社,https://product.dangdang.com/25577515.html
小熊工作室,29198065, /2019-02-01,¥33.30, 环球寻宝记 30 芬兰寻宝记,二十一世纪出版社,https://product.dangdang.com/29198065.html
杨红樱,29351590, /2022-01-01,¥22.00, 漫画典藏版 淘气包马小跳4四个调皮蛋 杨红樱淘气包马小跳系列经典作品集中国原创儿童漫画经典畅销童书小学生校园励志成长课外,安徽少年儿童出版社,https://product.dangdang.com/29351590.html
笑江南,29358402, /2022-01-01,¥37.10, 植物大战僵尸2武器秘密之科学漫画·大脑卷,中国少年儿童出版社,https://product.dangdang.com/29358402.html
Fiodo Mvv,11738194047, /2023-10-01,¥60.09," 【新华书店总店】F×M绘画私享课 日系动漫技法教程插画集,Fiodo Mvv,人民邮电出版社",人民邮电出版社,https://product.dangdang.com/11738194047.html
佚名,11730168086, /2023-11-01,¥54.14," 【新华书店总店旗舰店】3D辅助板绘教室 日系动漫人体结构实例教程,人民邮电出版社",人民邮电出版社,https://product.dangdang.com/11730168086.html
 ,11477503174, /2021-04-01,¥104.25, 二次元动漫人物手绘技法详解 人体结构动态角色造型游戏动漫素描速写人物动态绘制技法插画集角色设定人民邮电出版,人民邮电出版社,https://product.dangdang.com/11477503174.html
AMEET工作室,28994807, /2020-04-16,¥100.10, 乐高城市漫“话”故事套装（3册送玩具，消防员、医生、警察，乐高英雄职业一网打尽）,国家开放大学出版社,https://product.dangdang.com/28994807.html
笑江南/编绘,29363913, /2022-01-21,¥42.80, 植物大战僵尸2机器人漫画·机甲迷踪大乱斗,中国少年儿童出版社,https://product.dangdang.com/29363913.html
笑江南,29372701, /2018-09-14,¥37.10, 植物大战僵尸2武器秘密之科学漫画·科学小游戏卷,中国少年儿童出版社,https://product.dangdang.com/29372701.html
 ,11700228091, ,¥45.45, 燃烧吧动漫简笔画入门教程(铅笔素描篇),人民邮电出版社,https://product.dangdang.com/11700228091.html
 ,11759987007, ,¥84.00, 正版 动漫人体技法手绘游戏角色动作设计设定教程书籍插画人物结构造型绘画零基础入门自学教材临摹艺术册 书籍 任选备注,中国书店,https://product.dangdang.com/11759987007.html
笑江南,29358404, /2022-01-01,¥37.10, 植物大战僵尸2武器秘密之科学漫画·动物迁徙卷,中国少年儿童出版社,https://product.dangdang.com/29358404.html
"周雯,陈亦水",1825717411, /2020-09-01,¥32.90," 中国当代动漫形象研究 艺术、消费与产业 周雯,陈亦水 著",北京师范大学出版社,https://product.dangdang.com/1825717411.html
"周雯,陈亦水",1804667565, /2020-09-01,¥32.60, 中国当代动漫形象研究 艺术、消费与产业 北京师范大学出版社,北京师范大学出版社,https://product.dangdang.com/1804667565.html
 ,11648157048,2023-08-01,¥106.70, 二次元动漫 Q版人体结构造型及动态手绘技法 漫画基础教程书动漫绘画Q版人体结构绘画教学手绘基础动漫人体结构动态临摹练习册,人民邮电出版社,https://product.dangdang.com/11648157048.html
 ,11732022031, ,¥62.63, 燃烧吧.动漫简笔画入门教程(铅笔素描篇),人民邮电出版社,https://product.dangdang.com/11732022031.html
 ,11721843163, ,¥58.00, 燃烧吧 动漫简笔画入门教程 铅笔素描篇 手绘漫画画人物教程书卡通Q版动漫绘画技法书籍插画临摹素材新手初学者自学零基础画画,人民邮电出版社,https://product.dangdang.com/11721843163.html
 ,11727545153, /2021-12-01,¥59.80, 花绘萌系动漫线稿插画实例教程线稿手绘*业技法插画教程花卉拟人线描插画集绘画技法古风Q版素描书临摹画册动漫绘画教程书,人民邮电出版社,https://product.dangdang.com/11727545153.html
绘月工坊,11735356063, ,¥91.00, 3册 动漫绘画教程书漫画人物绘画 漫画创作必修课 人物绘制+服装配饰+角色设计 漫画教程书画画入门自学画漫画基础程动漫人,人民邮电出版社,https://product.dangdang.com/11735356063.html
灌木文化动漫研究组 编著,1396626303, /2016-05-01,¥33.40, 色铅笔画动漫从入门到精通 灌木文化动漫研究组 编著 著作,人民邮电出版社,https://product.dangdang.com/1396626303.html
 ,1440593960, /2018-02-01,¥27.70, 正版 动漫专项练习册 Q版人物 画萌社专项练习教程网格纸描红Q版人物绘制技法从入门到精通教程漫画临摹,人民邮电出版社,https://product.dangdang.com/1440593960.html
京鼎动漫,11684890961, /2022-04-01,¥598.00, 大中华寻宝记系列1-30全套书30册当当自营正版6-12岁新疆海南广东福建河北黑龙江内蒙古山西寻宝记科学漫画书小学生少儿,二十一世纪出版社,https://product.dangdang.com/11684890961.html
埃尔热,25284685, /2021-12-01,¥23.00, 丁丁历险记-破损的耳朵,中国少年儿童出版社,https://product.dangdang.com/25284685.html
Fiodo Mvv,11748088001, /2023-10-01,¥61.75," 【新华书店自营店】F×M绘画私享课 日系动漫技法教程插画集,人民邮电出版社",人民邮电出版社,https://product.dangdang.com/11748088001.html
佚名,11747954001, /2023-11-01,¥55.66," 【新华书店自营】3D辅助板绘教室 日系动漫人体结构实例教程,人民邮电出版社",人民邮电出版社,https://product.dangdang.com/11747954001.html
任翔，JOE，天蚕土豆,29130640, /2020-09-30,¥15.00, 斗破苍穹6,中国致公出版社,https://product.dangdang.com/29130640.html
杨红樱,29498800, /2022-12-01,¥22.00, 漫画典藏版 淘气包马小跳21忠诚的流浪狗 杨红樱淘气包马小跳系列经典作品集中国原创儿童漫画经典畅销童书小学生校园励志成长,安徽少年儿童出版社,https://product.dangdang.com/29498800.html
桃子,11720012173, /2018-10-01,¥700.72, 4册 动漫人体结构表现技法专项训练+造型训练+解构人体 动漫人体结构基础与绘制技法+动态基础教程 人体结构手绘漫画教程书,人民邮电出版社,https://product.dangdang.com/11720012173.html
 ,11184182090, /2021-04-01,¥207.20, 二次元动漫人物手绘技法详解 人体结构+动态+角色造型+动漫人体结构表现技法专项训练 人民邮电出版社,人民邮电出版社,https://product.dangdang.com/11184182090.html
编者:W|责编:何建国,11038185090, /2021-12-01,¥34.36, 热血格斗动漫人物角色设定技法 铁血丹心,人民邮电,https://product.dangdang.com/11038185090.html
 ,11726540089,2022-06-01,¥341.85, 【保正版】预售 动漫人体结构表现技法专项训练(精) 施通 TC晨 著 绘画（新）艺术 正版图书籍 人民邮电出版社任选SC,人民邮电出版社,https://product.dangdang.com/11726540089.html
卡迷（楼超叶）,11165959137, /2021-04-01,¥79.00, 二次元动漫人物手绘技法详解 人体结构+动态+角色造型,人民邮电,https://product.dangdang.com/11165959137.html
 ,11723238006,2022-01-01,¥54.66, 蒸汽朋克动漫人物角色设定技法 齿轮时代 动漫绘画教程书赛博朋克漫画绘制技法角色设定集临摹画册新手学漫画技法【锦园文化 正,人民邮电出版社,https://product.dangdang.com/11723238006.html
 ,11577441130,2023-08-01,¥65.61, 二次元动漫 人体结构造型及动态手绘技法+Q版人体结构造型及动态手绘技法 共2册,人民邮电,https://product.dangdang.com/11577441130.html
 ,11575591130, /2021-04-01,¥135.83, 二次元动漫人物手绘技法详解 卡迷 楼超叶编著 人体结构+动态+角色造型 素描速写入门二次元人物动态绘制技法插画集 博库,人民邮电出版社,https://product.dangdang.com/11575591130.html
 ,11657203014, ,¥25.74, 燃烧吧动漫简笔画入门教程(Q版角色篇),人民邮电出版社,https://product.dangdang.com/11657203014.html
陈晓杰主编李楠,11724830043, /2022-02-01,¥18.00, 零基础动漫游戏人物素描技法教程 动漫绘画教程书人体结构画画二次元手绘入门教材临摹卡画册静物素描头像美术生漫画图画书初学者,江苏凤凰科学技术出版社,https://product.dangdang.com/11724830043.html
 ,11728659111, ,¥63.21, 燃烧吧.动漫简笔画入门教程(铅笔素描篇),人民邮电出版社,https://product.dangdang.com/11728659111.html
 ,11746820088, ,¥37.00, 正版 动漫素描创意手册.未来概念篇 零基础学画画书少儿素描铅笔画技法绘画入门教材动漫创意画册线描画书籍,江苏凤凰美术出版社,https://product.dangdang.com/11746820088.html
 ,11721903153, /2021-04-01,¥106.00, 【书】二次元动漫人物手绘技法详解 卡迷 楼超叶编著 人体结构+动态+角色造型 素描速写入门二次元人物动态绘制技法插画书籍,人民邮电出版社,https://product.dangdang.com/11721903153.html
哒哒猫,11638241095, /2023-07-01,¥60.00, 二次元动漫 人体结构造型及动态手绘技法 漫画基础教程书二次元动漫人物手绘人体结构绘画教学动态临摹练习册动漫绘画教程书,人民邮电出版社,https://product.dangdang.com/11638241095.html
编者:贰柒北|责编:何建国,11031385162, /2021-12-01,¥34.55, 侦探推理动漫人物角色设定技法 超脑画家,人民邮电,https://product.dangdang.com/11031385162.html
编者:绘月工坊,1433631403, /2018-03-01,¥46.80, 水弦歌:动漫水彩人物的四季手绘物语 编者:绘月工坊 著作,人民邮电出版社,https://product.dangdang.com/1433631403.html
暂无信息,1320658077, /2014-10-01,¥43.97, 水弦歌 动漫水彩人物的四季手绘物语,暂无信息,https://product.dangdang.com/1320658077.html
邓固,11698841063, ,¥63.00, 飞乐鸟动漫线稿 新手快画描红练习册描摹哒哒猫临摹画册漫画绘画手绘教程入门篇初学者手绘本子填色本,黑龙江美术出版社,https://product.dangdang.com/11698841063.html
 ,11583866448, ,¥15.90, 神兽小剧场1234567 大中华寻宝记系列漫画书小学生课外书籍, ,https://product.dangdang.com/11583866448.html
编者:京鼎动漫|责编:顾梦莹,11171722044, /2022-02-01,¥17.40, 秦朝寻宝记/大中华寻宝系列,二十一世纪,https://product.dangdang.com/11171722044.html
小品,29675286, /2024-01-01,¥21.30, 寻宝历险 小品一家人爆笑漫画之数字岛大生存,天地出版社,https://product.dangdang.com/29675286.html
锤锤,11633931487, /2023-12-01,¥21.00, 【赠新年贴纸+解压签】开心锤锤9漫画书动画版 爆笑王阿U阿衰同类漫画书6-8-9-12岁小学生搞笑动漫书加厚版三四五年级,山东画报出版社,https://product.dangdang.com/11633931487.html
笑江南,29148425, /2020-10-21,¥32.30, 植物大战僵尸2·恐龙漫画 迷失沼泽,中国少年儿童出版社,https://product.dangdang.com/29148425.html
杨红樱,27912094, /2019-09-01,¥22.00, 漫画升级版 淘气包马小跳第26册和鹦鹉对话的人 中国原创儿童漫画经典畅销童书小学生三四五六年级课外阅读书籍儿童文学校园励,安徽少年儿童出版社,https://product.dangdang.com/27912094.html
山下 贰柒 目分,11037085141, /2021-11-01,¥34.61, 魔幻冒险动漫人物角色设定技法 魔法异世界,人民邮电,https://product.dangdang.com/11037085141.html
笑江南,29363485, /2014-05-04,¥37.10, 植物大战僵尸2武器秘密之科学漫画·海洋卷,中国少年儿童出版社,https://product.dangdang.com/29363485.html
王岩,11772136040, /2022-01-01,¥37.00, 蒸汽朋克动漫人物角色设定技法 齿轮时代,人民邮电出版社,https://product.dangdang.com/11772136040.html
哒哒猫,11627780038, /2023-07-01,¥51.65, 二次元动漫 人体结构造型及动态手绘技法 漫画基础教程书二次元动漫人物手绘人体结构绘画教学动态临摹练习册动漫绘画教程书,人民邮电出版社,https://product.dangdang.com/11627780038.html
 ,11630468150, ,¥53.82, 燃烧吧动漫简笔画入门教程(铅笔素描篇)任选,人民邮电出版社,https://product.dangdang.com/11630468150.html
 ,11752075158,2022-04-01,¥72.00, 正版:动漫人体结构与造型训练释开达9787115573605 动画人物画技法普通大众9787115573605,人民邮电出版社,https://product.dangdang.com/11752075158.html
 ,11716212094, ,¥65.71, 燃烧吧.动漫简笔画入门教程(铅笔素描篇),人民邮电出版社,https://product.dangdang.com/11716212094.html
 ,11574795034,2021-04-01,¥69.50, 二次元动漫人物手绘技法详解 卡迷 楼超叶编著 人体结构+动态+角色造型 素描速写入门二次元人物动态绘制技法插画集,人民邮电,https://product.dangdang.com/11574795034.html
哒哒猫,11627747078, /2023-06-01,¥78.34, 正版 动漫人体结构动态2000例 飞乐鸟漫画教程书游戏动漫人体结构绘画教学手绘基础动漫人体结构动态临摹练习簿速写素描临摹,人民邮电出版社,https://product.dangdang.com/11627747078.html
卡迷（楼超叶）,11028150084, /2021-04-01,¥66.72, 二次元动漫人物手绘技法详解 人体结构+动态+角色造型,人民邮电,https://product.dangdang.com/11028150084.html
 ,11751962099,2020-09-01,¥32.90," 中国当代动漫形象研究 艺术、消费与产业 周雯,陈亦水 著 北京师范大学出版社",北京师范大学出版社,https://product.dangdang.com/11751962099.html
"(日)鳅 著,杨依群 译",11735425115, /2017-01-01,¥53.10," 怎样画动漫人物人褶皱-W (日)鳅 著,杨依群 译 上海人民美术出版社【正版现货】",上海人民美术出版社,https://product.dangdang.com/11735425115.html
 ,11727974123,2022-02-01,¥37.00, 零基础动漫游戏人物素描技法教程 任选备注,江苏凤凰科学技术出版社,https://product.dangdang.com/11727974123.html
卡迷（楼超叶）,604898090, /2021-04-01,¥67.27, 二次元动漫人物手绘技法详解 人体结构+动态+角色造型,人民邮电,https://product.dangdang.com/604898090.html
卡迷（楼超叶）,600322939, /2021-04-01,¥65.33, 二次元动漫人物手绘技法详解 人体结构+动态+角色造型,人民邮电,https://product.dangdang.com/600322939.html
 ,11755291161, /2021-04-01,¥119.80, 二次元动漫人物手绘技法详解人体结构动态角色漫画造型游戏动漫绘画教程书素描临摹画册速写入门书插画教程书籍 【佳倪文化】,人民邮电出版社,https://product.dangdang.com/11755291161.html
 ,11561762001,2021-04-01,¥141.12, 二次元动漫人物手绘技法详解人体结构动态角色漫画造型游戏动漫绘画教程书素描临摹画册速写入门书插画教程书籍,人民邮电出版社,https://product.dangdang.com/11561762001.html
绘月工坊,11430278079, ,¥32.17, 正版 动漫人物速写描摹本 练习服装造型与配饰 动漫绘画教程书动漫临摹画册人物速写素描技法素材动漫入门画画入门自学零基础,人民邮电出版社,https://product.dangdang.com/11430278079.html
郑渊洁,29270721, /2021-07-01,¥28.10, 皮皮鲁和鲁西西漫画版-皮皮鲁遥控老师,浙江少年儿童出版社,https://product.dangdang.com/29270721.html
笑江南/编绘,29375352, /2022-02-01,¥42.80, 植物大战僵尸2机器人漫画·城市危机,中国少年儿童出版社,https://product.dangdang.com/29375352.html
笑江南,29361661, /2022-01-01,¥37.10, 植物大战僵尸2武器秘密之科学漫画·天文卷,中国少年儿童出版社,https://product.dangdang.com/29361661.html
植物大战僵尸2编写组,29253728, /2021-05-01,¥25.20, 植物大战僵尸2图鉴攻略宝典 摇滚年代&恐龙危机&摩登世界,中国少年儿童出版社,https://product.dangdang.com/29253728.html
英国快乐瓢虫出版公司 编著 ; 圣孙鹏译,24178949, /2017-01-01,¥18.00, 小猪佩奇主题绘本（第一辑）牙齿仙子 培养健康习惯绘本学前教育畅销主题绘本3-6岁亲子共读睡前故事绘本,安徽少年儿童出版社,https://product.dangdang.com/24178949.html
笑江南/编绘,29377794, /2020-05-15,¥37.10, 植物大战僵尸2漫画人体的奥秘·生命守护者,中国少年儿童出版社,https://product.dangdang.com/29377794.html
大英百科全书公司,28984849, /2020-06-01,¥1295.00, 大英儿童漫画百科(“凯叔讲故事”“尹建莉父母学堂”等大V推荐，助力孩子学习的全科漫画书 1-50册）【6-14岁】,湖南少年儿童出版社,https://product.dangdang.com/28984849.html
陈晓杰 主编 李楠 著,11042025130, /2022-02-01,¥12.48, 零基础动漫游戏人物素描技法教程 零基础绘画小白自学教程书 涵盖26个动漫游戏人物 涉及神话传说 卡通 科幻 魔幻4大主题,江苏科技,https://product.dangdang.com/11042025130.html
笑江南/编绘,29375433, /2019-08-15,¥37.10, 植物大战僵尸2人体漫画·基因密码时空战,中国少年儿童出版社,https://product.dangdang.com/29375433.html
埃尔热（比）,25284682, /2021-12-01,¥23.00, 丁丁历险记-太阳神的囚徒,中国少年儿童出版社,https://product.dangdang.com/25284682.html
京鼎动漫,11521160198, /2021-05-01,¥68.50, 恐龙世界寻宝记全套3册闪电幻兽神奇陨石黑水晶柱小学生二三四五六年级课外阅读书6-12岁儿童科普漫画书恐龙大中华寻宝记漫画,二十一世纪出版社,https://product.dangdang.com/11521160198.html
埃尔热,25284690, /2021-12-01,¥23.00, 丁丁历险记-红色拉克姆的宝藏,中国少年儿童出版社,https://product.dangdang.com/25284690.html
小熊工作室,25577604, /2018-11-01,¥133.00, 环球寻宝记（ 25-28 共4册）新西兰寻宝记/意大利寻宝记1/意大利寻宝记2/菲律宾寻宝记,二十一世纪出版社,https://product.dangdang.com/25577604.html
快乐瓢虫,24036846, /2016-10-01,¥85.40, 小猪佩奇趣味贴纸游戏书（第一辑全套8册）3-6岁轻松提高专注力锻炼孩子手眼协调能力动手动脑益智游戏书贴纸涂色迷宫找不同趣,安徽少年儿童出版社,https://product.dangdang.com/24036846.html
张芳,29688159, /2023-10-01,¥76.80, 大头儿子小学生漫画心理学（ 全8册）安全保护启蒙书孩子的心理学,天津人民美术出版社,https://product.dangdang.com/29688159.html
小熊工作室,25577605, /2018-11-01,¥133.00, 环球寻宝记（21-24 共4册）奥地利/以色列/古巴/瑞士,二十一世纪出版社,https://product.dangdang.com/25577605.html
"百逸动漫 著,书童文化 编",11457147533, /2018-05-01,¥6.73," 斗龙战士珍藏画册-下 百逸动漫 著,书童文化 编 9787536588349 四川少年儿童出版社",四川少年儿童出版社,https://product.dangdang.com/11457147533.html
八路,29405391, /2022-06-01,¥95.00, 特种兵学校漫画版 第4季（套装4册：13-16册）,河北少年儿童出版社,https://product.dangdang.com/29405391.html
杨红樱,29351589, /2022-01-01,¥22.00, 漫画典藏版 淘气包马小跳5同桌冤家 杨红樱淘气包马小跳系列经典作品集中国原创儿童漫画经典畅销童书小学生校园励志成长课外阅,安徽少年儿童出版社,https://product.dangdang.com/29351589.html
心传奇工作室 编绘,25298521, /2018-06-25,¥279.30, 植物大战僵尸2奇幻爆笑漫画系列（全21册）太阳神庙事件/沸腾吧，花园小镇/戴夫的时空奇妙漂流/海盗的宝藏/功夫世界之旅/,中国少年儿童出版社,https://product.dangdang.com/25298521.html
"（美）哈瑞·哈默尼克 著,顾琛 译",11621367090, /2010-07-01,¥145.50," 动漫肖像---如何画出超炫的肖像漫画 （美）哈瑞·哈默尼克 著,顾琛 译",上海人民美术出版社,https://product.dangdang.com/11621367090.html
 ,11714756002,2021-04-01,¥120.45, 二次元动漫人物手绘技法详解人体结构动态角色漫画造型游戏动漫绘画教程书素描临摹画册速写入门书插画教程书籍,人民邮电出版社,https://product.dangdang.com/11714756002.html
裟椤双树，橘花散里，两色风景，悠世，原晓，闲晴，萧十一狼，李惟七等,29713170, /2024-04-01,¥15.00, 小说绘298（2405）,知音动漫,https://product.dangdang.com/29713170.html
阿桂,29559961, /2023-05-01,¥55.00, 疯了！桂宝.27，春风卷（当当月历卡6张+精美海报1张）,中国友谊出版公司,https://product.dangdang.com/29559961.html
笑江南 编绘,29437892, /2019-06-01,¥213.80, 植物大战僵尸2恐龙漫画·科幻篇（全5册）恐龙与神秘魔方/恐龙机甲大对决/恐龙星球/恐龙与机械怪客/恐龙梦幻球,中国少年儿童出版社,https://product.dangdang.com/29437892.html
晓泊，玄色,25809791, /2018-11-01,¥28.80, 哑舍·叁漫画版5,中国致公出版社,https://product.dangdang.com/25809791.html
美国尼克儿童频道,24242906, /2017-03-01,¥12.40, 火车大救援（汪汪队立大功-中国儿童安全救援故事书！）,天地出版社,https://product.dangdang.com/24242906.html
埃尔热（比）,25284689, /2021-12-01,¥23.00, 丁丁历险记-货舱里的黑幕,中国少年儿童出版社,https://product.dangdang.com/25284689.html
笑江南,29353314, /2021-04-01,¥42.80, 植物大战僵尸2·恐龙漫画 勇闯恐龙城,中国少年儿童出版社,https://product.dangdang.com/29353314.html
京鼎动漫,11610189993, /2023-11-01,¥230.00, 大中华寻宝记21+22+23+24+25+26+27+28+29+30 共10册 山西 内蒙古 海南 黑龙江 新疆 河北,二十一世纪出版社,https://product.dangdang.com/11610189993.html
编者:苏日太夫//宋微,1456599360, /2016-11-01,¥24.33, 动漫手绘与上色技术(十二五职业教育国家规划教材),电子工业,https://product.dangdang.com/1456599360.html
"苏日太夫,宋微 主编",1154207647, /2016-11-01,¥26.60, 动漫手绘与上色技术 电子工业出版社,电子工业出版社,https://product.dangdang.com/1154207647.html
编者:苏日太夫//宋微,1293114567, /2016-11-01,¥24.25, 动漫手绘与上色技术(十二五职业教育国家规划教材),电子工业,https://product.dangdang.com/1293114567.html
编者:苏日太夫//宋微,1190699950, /2016-11-01,¥24.15, 动漫手绘与上色技术(十二五职业教育国家规划教材),电子工业,https://product.dangdang.com/1190699950.html
透明人 著,11668700089, /2008-07-01,¥12.00, 动漫造型人物设定:三国风云录 透明人 著 江西美术出版社有限责任公司，【正版保证】,江西美术出版社有限责任公司,https://product.dangdang.com/11668700089.html
"朱晓飞,吕江 编",11623779000, /2011-04-01,¥5.00," 动漫CG插图创作 朱晓飞,吕江 编 上海人民美术出版社【正版可开发票】",上海人民美术出版社,https://product.dangdang.com/11623779000.html
"冯驭,李耀卿",11748292007, /2010-08-01,¥113.00, 图库-动漫形象大全【正版书籍】,湖北美术出版社,https://product.dangdang.com/11748292007.html
(丹)卡拉·汉森文 (丹)威尔海姆·汉森图,29331042, /2022-01-01,¥273.10, 皮皮熊和他的朋友们系列70周年纪念版（18册礼盒装）,朝华出版社,https://product.dangdang.com/29331042.html
笑江南/编绘,29361678, /2022-01-01,¥42.80, 植物大战僵尸2机器人漫画·仙境岛奇遇记,中国少年儿童出版社,https://product.dangdang.com/29361678.html
